,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Pack size,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
1055,50 ,"Lentils, split, dried, boiled  ",50.6 ,Simply M&S red split lentils  ,Simply M&S  ,500g  ,30.11.15  ,"Marks & Spencer, Sweet Briar Retail Park, Norwich  ",Best before Date:  ,,L5257 8701  ,Plastic  ,Ambient  ,Ambient  
1057,50 ,"Lentils, split, dried, boiled  ",50.7 ,Natco red lentils  ,Natco  ,1kg ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,Prod: Nov 2015 151112 -BN0004  ,Plastic  ,Ambient  ,Ambient  
1059,50 ,"Lentils, split, dried, boiled  ",50.8 ,KTC red lentils  ,KTC ,2kg ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,GRN 2812 N320151P  ,Plastic  ,Ambient  ,Ambient  
1061,50 ,"Lentils, split, dried, boiled  ",50.9 ,Great Scot red split lentils  ,Great Scot  ,500g  ,16.11.15  ,"Tesco Extra, Blue Boar Lane, Norwich  ",Best before Date:  ,,L5302 8122  ,Plastic  ,Ambient  ,Ambient  
1063,50 ,"Lentils, split, dried, boiled  ",50.10  ,East End red split lentils  ,East End  ,500g  ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,5300 brick pack  ,Plastic  ,Ambient  ,Ambient  
1065,51 ,"Red kidney beans, dried, boiled  ",51.1 ,Tesco Whole Foods kidney beans  ,Tesco Whole Foods  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5282 8121  ,Mixed material  ,Ambient  ,Ambient  
1067,51 ,"Red kidney beans, dried, boiled  ",51.2 ,Tesco Whole Foods kidney beans  ,Tesco Whole Foods  ,500g  ,16.11.15  ,"Tesco Extra, Blue Boar Road, Norwich  ",Best before Date:  ,,L5253 8653  ,Mixed material  ,Ambient  ,Ambient  
1069,51 ,"Red kidney beans, dried, boiled  ",51.3 ,Asda Good & Balanced kidney beans  ,Asda Good & Balanced  ,500g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Lot 5258 C3 06:45 ASP1410186  ,Plastic  ,Ambient  ,Ambient  
1071,51 ,"Red kidney beans, dried, boiled  ",51.4 ,Sainsbury’s red kidney beans  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,5194 -N 00039857 S1071 05.14  ,Plastic  ,Ambient  ,Ambient  
1073,51 ,"Red kidney beans, dried, boiled  ",51.5 ,Morrisons Wholefoods red kidney beans  ,Morrisons Wholefoods  ,500g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,5062 -M 1182 P06/13 97428  ,Plastic  ,Ambient  ,Ambient  
1075,51 ,"Red kidney beans, dried, boiled  ",51.6 ,Waitrose Love Life red kidney beans  ,Waitrose Love Life  ,500g  ,18.11.15  ,"Waitrose, Eaton , Norwich  ",Best before Date:  ,,5309B 0352461/101  ,Plastic  ,Ambient  ,Ambient  
1077,,"Red kidney beans, dried, boiled  ",51.7 ,TRS red kidney beans  ,TRS ,500g  ,30.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,P150921  ,Plastic  ,Ambient  ,Ambient  
1079,51 ,"Red kidney beans, dried, boiled  ",51.8 ,KTC red kidney beans  ,KTC ,2kg ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,GRN 2124 N408041P  ,Plastic  ,Ambient  ,Ambient  
1081,51 ,"Red kidney beans, dried, boiled  ",51.9 ,East End dark red kidney beans  ,East End  ,500g  ,02.12.15  ,East End online order  ,Best before Date:  ,,4342 Brick pack  ,Plastic  ,Ambient  ,Ambient  
1083,51 ,"Red kidney beans, dried, boiled  ",51.10  ,Island Sun red kidney beans  ,Island Sun  ,500g  ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,041115  ,Plastic  ,Ambient  ,Ambient  
1085,52 ,"Red kidney beans, canned, reheated  ",52.1 ,,Tesco  ,Net weight: 400g; drained weight: 240g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L- HKS V4 5259 17:18 12.8  ,Metal  ,Ambient  ,Ambient  
1087,52 ,"Red kidney beans, canned, reheated  ",52.2 ,Tesco Everyday Value red kidney beans in water  ,Tesco Everyday Value  ,Net weight: 400g; drained weight: 240g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,W- H5TV 5260 12:57 01  ,Metal  ,Ambient  ,Ambient  
1089,52 ,"Red kidney beans, canned, reheated  ",52.3 ,Asda Good & Balanced red kidney beans in water  ,Asda Good & Balanced  ,400g; drained weight: 240g  ,16.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,W- H5ZW 5259 19:25 01 ASP1409438  ,Metal  ,Ambient  ,Ambient  
1091,52 ,"Red kidney beans, canned, reheated  ",52.4 ,Sainsbury’s red kidney beans in water  ,Sainsbury’s  ,400g; drained weight: 240g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,W- H5SW 5287 07:09 01 01162615 P0175 08.14  ,Metal  ,Ambient  ,Ambient  
1093,52 ,"Red kidney beans, canned, reheated  ",52.5 ,Morrisons red kidney beans  ,Morrisons  ,400g; drained weight: 240g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,SI LS 166 G34 3844 S11 \14 581108 -01 ,Metal  ,Ambient  ,Ambient  
1095,52 ,"Red kidney beans, canned, reheated  ",52.6 ,Campo Largo red kidney beans in water  ,Campo Largo  ,Net weight: 420g; drained weight: 240g  ,09.11.15  ,"Lidl, Drayton Road, Norwich  ",Best before Date:  ,,L1850CB 2A F02 FR21  ,Metal  ,Ambient  ,Ambient  
1097,52 ,"Red kidney beans, canned, reheated  ",52.7 ,Essential Waitrose red kidney beans in water  ,Essential Waitrose essential  ,400g; net drained weight: 240g  ,18.11.15  ,"Waitrose, Wymondham , Norfolk  ",Best before Date:  ,,W- H5KW 5289 12:11 01 21148/152 03.14  ,Metal  ,Ambient  ,Ambient  
1099,52 ,"Red kidney beans, canned, reheated  ",52.8 ,Chef’s Larder red kidney beans in water  ,Chef’s Larder  ,Net weight: 800g; drained weight: 480g  ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,MA 49 LT202 11:27  ,Steel  ,Ambient  ,Ambient  
1101,52 ,"Red kidney beans, canned, reheated  ",52.9 ,Napolina red kidney beans in water  ,Napolina  ,Net weight: 400g; drained weight: 240g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,PIA1 LS113 RED 01 14:43  ,Metal  ,Ambient  ,Ambient  
1103,52 ,"Red kidney beans, canned, reheated  ",52.10  ,Napolina red kidney beans in water  ,Napolina  ,Net weight: 800g; drained weight: 480g  ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,VAP22 LT339K RED 11:12  ,Metal  ,Ambient  ,Ambient  
1105,53 ,"Lentils, brown/green, dried, boiled  ",53.1 ,Tesco Whole Foods lentilles vertes  ,Tesco Whole Foods  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5266 8123  ,Mixed material  ,Ambient  ,Ambient  
1107,53 ,"Lentils, brown/green, dried, boiled  ",53.2 ,KTC brown lentils  ,KTC ,500g  ,13.01.16  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,GRN 2546 N027051P  ,Plastic  ,Ambient  ,Ambient  
1109,53 ,"Lentils, brown/green, dried, boiled  ",53.3 ,Asda Good & Balanced green lentils  ,Asda Good & Balanced  ,500g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Lot 5269 C3 03:45 ASP1410845  ,Mixed material  ,Ambient  ,Ambient  
1111,53 ,"Lentils, brown/green, dried, boiled  ",53.4 ,Sainsbury’s green lentils  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,5273 -A 00391870 S1071 05.14  ,Plastic  ,Ambient  ,Ambient  
1113,53 ,"Lentils, brown/green, dried, boiled  ",53.5 ,Gama for Goodness Sake green lentils  ,Gama for Goodness Sake  ,500g  ,19.12.15  ,"Morrisons, Camberwell, London  ",Best before Date:  ,,Lot number: L151124  ,Plastic  ,Ambient  ,Ambient  
1115,53 ,"Lentils, brown/green, dried, boiled  ",53.6 ,Waitrose Love Life lentils  ,Waitrose Love Life  ,500g  ,16.11.15  ,"Waitrose, Wymondham, Norfolk  ",Best before Date:  ,,53168 0352461/101 11.14  ,Plastic  ,Ambient  ,Ambient  
1117,53 ,"Lentils, brown/green, dried, boiled  ",53.7 ,Holland and Barrett ooh la la lentils  ,Holland and Barrett  ,500g  ,19.12.15  ,"Holland and Barrett, Camberwell Green, London  ",Best before Date:  ,,83894/01 15317 15:03 2 96766  ,Plastic  ,Ambient  ,Ambient  
1121,53 ,"Lentils, brown/green, dried, boiled  ",53.9 ,TRS brown lentils  ,TRS ,500g  ,16.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,P151019  ,Plastic  ,Ambient  ,Ambient  
1123,53 ,"Lentils, brown/green, dried, boiled  ",53.10  ,Natco green lentils  ,Natco  ,1kg ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,151022 – BN0003 Prod: Oct 2015  ,Plastic  ,Ambient  ,Ambient  
1125,53 ,"Lentils, brown/green, dried, boiled  ",53.11  ,TRS brown lentils  ,TRS ,500g  ,05.01.16  ,"Asda, Hall Road, Norwich  ",Best before Date:  ,,P151019  ,Plastic  ,Ambient  ,Ambient  
1127,54 ,"Chickpeas, dried, boiled  ",54.1 ,Tesco Whole Foods chickpeas  ,Tesco Whole Foods  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5252 8651  ,Mixed material  ,Ambient  ,Ambient  
1129,54 ,"Chickpeas, dried, boiled  ",54.2 ,Tesco Aasani chickpeas  ,Tesco  ,2kg ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,L5142 850 1 17:30  ,Plastic  ,Ambient  ,Ambient  
1131,54 ,"Chickpeas, dried, boiled  ",54.3 ,Asda Good & Balanced chickpeas  ,Asda Good & Balanced  ,500g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Lot 5272 C3 11:27 ASP1410184  ,Plastic  ,Ambient  ,Ambient  
1133,54 ,"Chickpeas, dried, boiled  ",54.4 ,Sainsbury’s chickpeas  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,5064 -A 00442084 S1071 05.14  ,Plastic  ,Ambient  ,Ambient  
1135,54 ,"Chickpeas, dried, boiled  ",54.5 ,Morrisons Wholefoods chick  peas  ,Morrisons Wholefoods  ,500g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,5194 – M 1182 PC6/13 97424  ,Plastic  ,Ambient  ,Ambient  
1137,54 ,"Chickpeas, dried, boiled  ",54.6 ,Waitrose Love Life chick peas  ,Waitrose Love Life  ,500g  ,18.11.15  ,"Waitrose, Wymondham , Norfolk  ",Best before Date:  ,,52888 0352461/101 09.14  ,Plastic  ,Ambient  ,Ambient  
1139,54 ,"Chickpeas, dried, boiled  ",54.7 ,TRS chick peas  ,TRS ,2kg ,16.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Lot# 2685  ,Plastic  ,Ambient  ,Ambient  
1141,54 ,"Chickpeas, dried, boiled  ",54.8 ,KTC chick peas  ,KTC ,2kg ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,GRN 2665 N508051P  ,Plastic  ,Ambient  ,Ambient  
1143,54 ,"Chickpeas, dried, boiled  ",54.9 ,Cypressa chick peas  ,Cypressa  ,500g  ,16.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,15261  ,Plastic  ,Ambient  ,Ambient  
1145,54 ,"Chickpeas, dried, boiled  ",54.10  ,East End chick peas  ,East End  ,500g  ,02.12.15  ,East End online order  ,Best before Date:  ,,4308 Brick pack  ,Plastic  ,Ambient  ,Ambient  
1147,55 ,"Chickpeas, canned, reheated  ",55.1 ,Tesco chickpeas in water  ,Tesco  ,Net weight: 400g; drained weight: 240g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,W R4TW 5280 20:47 01  ,Metal  ,Ambient  ,Ambient  
1149,55 ,"Chickpeas, canned, reheated  ",55.2 ,Tesco chickpeas in water  ,Tesco  ,Net weight: 210g; drained weight: 130g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L R4T V2 5246 10:53 9.6  ,Metal  ,Ambient  ,Ambient  
1151,55 ,"Chickpeas, canned, reheated  ",55.3 ,Asda Good & Balanced chickpeas in water  ,Asda Good & Balanced  ,400g; net drained weight: 240g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,W- R4ZW 5251 03:59 01  ,Metal  ,Ambient  ,Ambient  
1153,55 ,"Chickpeas, canned, reheated  ",55.4 ,Sainsbury’s chickpeas in water  ,Sainsbury’s  ,400g; drained weight: 240g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,W- R4SW 5252 12:53 01 01162622 P0175 08.14  ,Metal  ,Ambient  ,Ambient  
1155,55 ,"Chickpeas, canned, reheated  ",55.5 ,Morrisons chickpeas  ,Morrisons  ,300g; drained weight: 180g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,FD1 CC22 G LS271 09:32 24130 S11/14 575617 -01 ,Metal  ,,Ambient  
1157,55 ,"Chickpeas, canned, reheated  ",55.6 ,Aldi Sweet Harvest chick peas  ,Sweet Harvest  ,400g; drained weight: 240g  ,16.11.15  ,"Aldi, Sprowston Road, Norwich  ",Best before Date:  ,,V1 S280 03:22 4 ALR1306249  ,Metal  ,Ambient  ,Ambient  
1159,55 ,"Chickpeas, canned, reheated  ",55.7 ,Essential Waitrose chick peas in water  ,Essential Waitrose  ,400g; net drained weight: 240g  ,18.11.15  ,"Waitrose, Wymondham , Norfolk  ",Best before Date:  ,,W- R4KW 5281 17:17 01 22148/152 03.14  ,Metal  ,Ambient  ,Ambient  
1161,55 ,"Chickpeas, canned, reheated  ",55.8 ,Napolina classic chick peas in  water  ,Napolina  ,Net weight: 800g; drained weight: 480g  ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,VAP22 LS0099Z CHP 11:46  ,Metal  ,Ambient  ,Ambient  
1163,55 ,"Chickpeas, canned, reheated  ",55.9 ,Napolina chick peas in water  ,Napolina  ,Net weight: 400g; drained weight: 240g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,PIA1 LS114 CHP 01 13:42  ,Metal  ,Ambient  ,Ambient  
1165,55 ,"Chickpeas, canned, reheated  ",55.10  ,Napolina chick peas in water  ,Napolina  ,Net weight: 220g; drained weight: 110g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,VAP22 LS119Z  CHP 14:28  ,Metal  ,Ambient  ,Ambient  
1167,56 ,"Butter beans, dried, boiled  ",56.1 ,Tesco Whole Foods butter beans  ,Tesco Whole Foods   ,375g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L52578111  ,Plastic  ,Ambient  ,Ambient  
1169,56 ,"Butter beans, dried, boiled  ",56.2 ,Tesco Wholefoods butter beans  ,Tesco Wholefoods   ,375g  ,16.11.15  ,"Tesco, Blue Boar, Norwich  ",Best before Date:  ,,L5279 8112  ,Mixed material  ,Ambient  ,Ambient  
1171,56 ,"Butter beans, dried, boiled  ",56.3 ,Asda Good & Balanced butter beans  ,Asda Good & Balanced  ,375g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,5278 C3 20:15 ASP1410182  ,Plastic  ,Ambient  ,Ambient  
1173,56 ,"Butter beans, dried, boiled  ",56.4 ,Sainsbury’s butter beans  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater, Norwich  ",Best before Date:  ,,5089 -M 00031585 S1071 05.14  ,Plastic  ,Ambient  ,Ambient  
1175,56 ,"Butter beans, dried, boiled  ",56.5 ,Morrisons Wholefoods butter beans  ,Morrisons wholefoods   ,500g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,L5285 8112 9905 T53409/0115  ,Plastic  ,Ambient  ,Ambient  
1177,56 ,"Butter beans, dried, boiled  ",56.6 ,Sainsbury’s butter beans  ,Sainsbury’s  ,500g  ,13.01.16  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,5364 -A 00031585 S1070 11.15  ,Plastic  ,Ambient  ,Ambient  
1179,56 ,"Butter beans, dried, boiled  ",56.7 ,Island Sun butter beans  ,Island Sun   ,500g  ,19.12.15  ,"Tesco, Lewisham, London  ",Best before Date:  ,,280416  ,Plastic  ,Ambient  ,Ambient  
1181,57 ,"Dates, dried, flesh only  ",57.1 ,Tesco Whole Foods deglet  nour dates  ,Tesco Whole Foods  ,450g  ,27.11.15  ,"Tesco, online delivery  ",Best before Date:  ,,L5309 765 1 11:26  ,Plastic  ,Ambient  ,Ambient  
1183,57 ,"Dates, dried, flesh only  ",57.2 ,Tesco Whole Foods deglet nour  dates  ,Tesco Whole Foods  ,450g  ,02.02.16  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L6010 770 1 12:45  ,Plastic  ,,Ambient  
1185,57 ,"Dates, dried, flesh only  ",57.3 ,Asda Good & Balanced dates  ,Asda Good & Balanced  ,500g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,51192/D 5237  ,Plastic  ,Ambient  ,Ambient  
1187,57 ,"Dates, dried, flesh only  ",57.4 ,Sainsbury’s dates  ,Sainsbury’s  ,250g  ,30.11.15  ,Sainsbury’s online delivery  ,Best before Date:  ,,L5285 770 2 22:11 01385090 W0299 09.14  ,Plastic  ,Ambient  ,Ambient  
1189,57 ,"Dates, dried, flesh only  ",57.5 ,Morrisons Wholefoods chopped dates  ,Morrisons  ,150g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,15189 L5 10434 T48736/0714  ,Plastic  ,Ambient  ,Ambient  
1191,57 ,"Dates, dried, flesh only  ",57.6 ,Waitrose Love Life dried pitted Deglet Nour dates  ,Waitrose Love Life  ,500g  ,18.11.15  ,"Waitrose, Wymondham , Norfolk  ",Best before Date:  ,,L5299 520 1 14:44 142751/101 03.15  ,Plastic  ,Ambient  ,Ambient  
1193,57 ,"Dates, dried, flesh only  ",57.7 ,Holland & Barrett chunky chopped dates  ,Holland & Barrett  ,250g  ,18.01.16  ,Holland & Barrett delivery  ,Best before Date:  ,,20549/02 97300 15342 09:24 5  ,Plastic  ,Ambient  ,Ambient  
1195,57 ,"Dates, dried, flesh only  ",57.8 ,Curtis pitted dates  ,Curtis  ,2kg ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,51316/C 15244 L4  ,Plastic  ,Ambient  ,Ambient  
1197,57 ,"Dates, dried, flesh only  ",57.9  ,Whitworths snack on stoned  Sayer dates  ,Whitworths  ,300g ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,L528 1 7452  ,Plastic  ,Ambient  ,Ambient  
1199,57 ,"Dates, dried, flesh only  ",57.10  ,Whitworths chopped Sayer dates  ,Whitworths  ,250g  ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,L5288 7751  ,Plastic  ,Ambient  ,Ambient  
1201,58 ,"Mung beans, dried, boiled  ",58.1 ,Tesco Whole Foods mung beans  ,Tesco Whole Foods  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5261 8112  ,Mixed material  ,Ambient  ,Ambient  
1203,58 ,"Mung beans, dried, boiled  ",58.2 ,Tesco Aasani whole mung beans  ,Tesco  ,2kg ,19.12.15  ,"Tesco, Lewisham, London  ",,,Prod: Sep 2015 150903 -BN0009  ,Plastic  ,Ambient  ,Ambient  
1205,58 ,"Mung beans, dried, boiled  ",58.3 ,Morrisons Wholefoods mung beans  ,Morrisons Wholefoods  ,500g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,L5261 8111 9905 T48769/0814  ,Plastic  ,Ambient  ,Ambient  
1209,58 ,"Mung beans, dried, boiled  ",58.5 ,Natco mung beans  ,Natco  ,1kg ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,Prod: Oct 2015 151008 -BN0010 INL4155  ,Plastic  ,Ambient  ,Ambient  
1211,58 ,"Mung beans, dried, boiled  ",58.6 ,KTC mung beans  ,KTC ,2kg ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,GRN 2217 N219041P  ,Plastic  ,Ambient  ,Ambient  
1213,59 ,"Haricot beans, canned, reheated  ",59.1 ,Tesco haricot beans in water  ,Tesco  ,Net weight: 400g; drained weight: 235g  ,,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,W- R5TW 5244 03:07 01  ,Metal  ,Ambient  ,Ambient  
1215,59 ,"Haricot beans, canned, reheated  ",59.2 ,Tesco haricot beans in water  ,Tesco  ,Net weight: 400g; drained weight: 235g  ,16.11.15  ,"Tesco Extra, Blue Boar Road, Norwich  ",Best before Date:  ,,W- R5TW 5307 15:06 01  ,Metal  ,Ambient  ,Ambient  
1217,59 ,"Haricot beans, canned, reheated  ",59.3 ,Asda Good & Balanced haricot beans in water  ,Asda Good & Balanced  ,300g; drained weight: 195g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,L- R5Z V1 5257 21:19 04 ASP1409436  ,Metal  ,Ambient  ,Ambient  
1219,59 ,"Haricot beans, canned, reheated  ",59.4 ,Asda Good & Balanced haricot beans in water  ,Asda Good & Balanced  ,300g; drained weight: 195g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,L- R5Z V1 5257 22:24 04 ASP1409436  ,Metal  ,Ambient  ,Ambient  
1221,,"Haricot beans, canned, reheated  ",59.5 ,Sainsbury’s haricot beans in water  ,Sainsbury’s  ,400g; drained weight: 265g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,W- R5SW 5250 23:15 01 06298242 P0175 08.14  ,Metal  ,Ambient  ,Ambient  
1223,59 ,"Haricot beans, canned, reheated  ",59.6 ,Morrisons haricot beans  ,Morrsions  ,300g; drained weight: 195g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,FD1 BB61 G LS118 05:10 24130 S11/14 575616 -01 ,Metal  ,Ambient  ,Ambient  
1225,60 ,"Cannellini beans, canned, reheated  ",60.1 ,Tesco cannellini beans in water  ,Tesco  ,Net weight: 400g; drained weight: 246g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,W- R3TW 5279 01:04 61  ,Metal  ,Ambient  ,Ambient  
1227,60 ,"Cannellini beans, canned, reheated  ",60.2 ,Tesco cannellini beans in water  ,Tesco  ,Net weight: 400g; drained weight: 246g  ,16.11.15  ,"Tesco, Blue Boar Road, Norwich  ",Best before Date:  ,,W- R4TW 5280 20:47 01  ,Metal  ,Ambient  ,Ambient  
1229,60 ,"Cannellini beans, canned, reheated  ",60.3 ,Asda Good & Balanced cannellini beans  ,Asda Good & Balanced  ,300g; net drained weight: 175g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,L- R3Z V1 5231 13:40 04  ,Metal  ,Ambient  ,Ambient  
1231,60 ,"Cannellini beans, canned, reheated  ",60.4 ,Sainsbury’s cannellini beans in water  ,Sainsbury’s  ,400g; drained weight: 235g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,W- R3SW 5251 10:21 01  ,Metal  ,Ambient  ,Ambient  
1233,60 ,"Cannellini beans, canned, reheated  ",60.5 ,Morrisons cannellini beans  ,Morrisons  ,300g; drained weight: 175g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,FD1 FC11 G LS27  ,Metal  ,Ambient  ,Ambient  
1235,60 ,"Cannellini beans, canned, reheated  ",60.6 ,Waitrose essential cannellini beans in water  ,Waitrose essential  ,400g; net drained weight: 235g  ,05.01.16  ,"Waitrose, Eaton , Norwich  ",Best before Date:  ,,W- R3KW 5307 20:53  01 ,Metal  ,Ambient  ,Ambient  
1237,60 ,"Cannellini beans, canned, reheated  ",60.7 ,Simply M&S cannellini beans in water  ,Simply M&S  ,Net weight: 400g; drained weight: 235g  ,16.11.15  ,"Marks & Spencer, Sweet Briar Retail Park, Norwich  ",Best before Date:  ,,W 16:38 5054 - R3MS 01  ,Metal  ,Ambient  ,Ambient  
1239,60 ,"Cannellini beans, canned, reheated  ",60.8 ,Napolina cannellini beans in water  ,Napolina  ,Net weight: 800g; drained weight: 480g  ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,VAP22 LS099C 09:49  ,Metal  ,Ambient  ,Ambient  
1241,60 ,"Cannellini beans, canned, reheated  ",60.9 ,Napolina cannellini beans in water  ,Napolina  ,Net weight: 220g; drained weight: 110g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,VAP22 LS120C 10:10  ,Metal  ,Ambient  ,Ambient  
1243,60 ,"Cannellini beans, canned, reheated  ",60.10  ,Napolina cannellini beans in water  ,Napolina  ,Net weight: 400g; drained weight: 240g  ,16.11.15  ,"Tesco Extra, Blue Boar Road, Norwich  ",Best before Date:  ,,PIA1 LS076 CAN 01 15:08  ,Metal  ,Ambient  ,Ambient  
1245,61 ,"Edamame, frozen, boiled  ",61.1 ,Tesco edamame beans  ,Tesco  ,500g  ,30.11.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,5329TFKL5 01:54  2161015  ,Plastic  ,Frozen  ,Frozen  
1247,61 ,"Edamame, frozen, boiled  ",61.2 ,Tesco edamame beans  ,Tesco  ,500g  ,30.11.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,5274TFKL5 02:08 2160515  ,Plastic  ,Frozen  ,Frozen  
1249,61 ,"Edamame, frozen, boiled  ",61.3 ,Tesco soya beans  ,Tesco  ,600g  ,30.11.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,5280TFK 19:30 L8 2160815  ,Plastic  ,Frozen  ,Frozen  
1251,61 ,"Edamame, frozen, boiled  ",61.4 ,Yutaka edamame soybeans with pods  ,Yutaka  ,500g  ,30.11.15  ,"Waitrose, Eaton , Norwich  ",Best before Date:  ,,Packaging:  ,Plastic  ,Frozen  ,Frozen  
1253,61 ,"Edamame, frozen, boiled  ",61.5 ,Yutaka edamame shelled soybeans  ,Yutaka  ,500g  ,30.11.15  ,"Waitrose, Eaton , Norwich  ",Best before  Date:  ,,Packaging:  ,Plastic  ,Frozen  ,Frozen  
1255,61 ,"Edamame, frozen, boiled  ",61.6 ,Birds Eye soya beans  ,Birds Eye  ,480g  ,30.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,L5282NH124 12:57 87708791  ,Plastic  ,Frozen  ,Frozen  
1257,61 ,"Edamame, frozen, boiled  ",61.7 ,Birds Eye soya beans  ,Birds Eye  ,480g  ,30.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,L5169QH124 14:41 87708791  ,Plastic  ,Frozen  ,Frozen  
