Food Code,Food Name,Description,Group,Previous,Main data references,Footnote,Energy (kJ),Energy (kcal),Fat (g),Saturates (g),Carbohydrate (g),Sugars (g),Starch (g),Fibre (g),Protein (g),Salt (g),Food_Category,Super_Category,FPS_Weight,FVS_Weight,Standardized_Weight
15-712,"Casserole, bean and mixed vegetable, homemade",Recipe adapted from a recipe from Leeds Polytechnic.,DR,15-431 ,Updated 2014,,187,45,0.7,0.11,5.9,3.3,2.5,1.9,2.8,0.15,Vegetables,Plant-based foods,,,
15-713,"Casserole, bean and root vegetable, homemade",Recipe from dietary survey records. Mixed beans and vegetables,DR,15-432 ,Updated 2014,,215,51,0.6,0.08,7.5,3.2,4.4,1.8,3.0,0.09,Vegetables,Plant-based foods,,,
19-470,"Casserole, beef, made with cook-in sauce",Recipe,MR,19-332 ,Updated 2013,,580,139,6.6,2.75,4.4,2.6,1.8,0.7,15.1,0.76,Uncategorized,Other,,,
19-612,"Casserole, pork and apple, homemade",Recipe,MR,19-414 ,Updated 2014,,424,101,2.9,0.66,6.9,4.2,2.6,0.5,11.0,0.44,Uncategorized,Other,,,
19-536,"Casserole, pork, made with cook-in sauce",Recipe,MR,19-348 ,Updated 2013,,651,156,7.9,2.68,3.7,2.2,1.5,0.7,17.1,0.46,Uncategorized,Other,,,
19-623,"Casserole, rabbit, homemade",Recipe,MR,19-431 ,Updated 2014,,411,98,4.8,1.37,2.1,1.1,1,0.6,11.4,0.98,Uncategorized,Other,,,
19-484,"Casserole, sausage, homemade",Recipe,MR,19-351 ,Updated 2013,,702,169,10.9,3.65,4.9,2,2.6,1.6,11.9,1.11,Uncategorized,Other,,,
15-714,"Casserole, sweet potato and green banana, homemade",Recipe. West Indian dish. Recipe from a personal collection,DR,15-433 ,Updated 2014,,744,177,6.5,4.09,27.7,22.5,5.2,1.6,1.2,0.2,Sugars and confectionery,Processed foods,,,
15-638,"Casserole, vegetable, homemade",Recipe from dietary survey records,DR,15-368 ,Updated 2013,,242,57,0.4,0.07,10.1,5,4.8,2.4,2.1,0.09,Vegetables,Plant-based foods,,,
16-008,"Catfish, flesh only, steamed",Middle cuts,JA,,"Fish and Fish Products Supplement, 1993",,501,119,3.7,0.5,0,0,0,0,21.4,0.28,Fish and fish products,Animal-based foods,,,
16-009,"Catfish, flesh only, steamed, weighed with bones",Calculated from steamed 16-008,JA,,"Fish and Fish Products Supplement, 1993",,425,101,3.1,0.4,0,0,0,0,18.3,0.23,Fish and fish products,Animal-based foods,,,
16-007,"Catfish, raw",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",,403,96,2.8,0.4,0,0,0,0,17.6,0.24,Fish and fish products,Animal-based foods,,,
15-639,"Cauliflower cheese, made with semi-skimmed milk, homemade",Recipe,DR,15-369 ,Updated 2013,,404,97,5.9,3.05,5,3.1,1.9,1.3,5.3,0.26,Milk and milk products,Animal-based foods,,,
15-710,"Cauliflower cheese, made with skimmed milk, homemade",Recipe,DR,15-434 ,Updated 2014,,407,97,5.6,2.81,5.9,3.1,1.9,1.3,5.3,0.26,Milk and milk products,Animal-based foods,,,
15-711,"Cauliflower cheese, made with whole milk, homemade",Recipe,DR,15-384 ,Updated 2014,,434,104,6.4,3.36,5.8,3,1.9,1.3,5.2,0.26,Milk and milk products,Animal-based foods,,,
15-637,"Cauliflower cheese, retail",Recipe and industry data,DR,,"Industry data, 2013; and recipe (15-384)",,378,91,5.8,N,4.7,1.9,2.8,1.6,4.2,0.5,Uncategorized,Other,,,
15-715,"Cauliflower in white sauce, made with semi-skimmed milk, homemade",Recipe,DR,15-436 ,Updated 2014,,262,63,3.2,1.8,5,3.2,1.8,1.4,2.8,0.1,Milk and milk products,Animal-based foods,,,
15-716,"Cauliflower in white sauce, made with skimmed milk, homemade",Recipe,DR,15-437 ,Updated 2014,,248,59,2.8,1.46,5,3.2,1.8,1.4,2.8,0.1,Milk and milk products,Animal-based foods,,,
15-717,"Cauliflower in white sauce, made with whole milk, homemade",Recipe,DR,15-435 ,Updated 2014,,300,72,4.2,2.38,5.1,3.1,2,1.4,2.8,0.1,Milk and milk products,Animal-based foods,,,
15-718,"Cauliflower with onions and chilli pepper, homemade","Recipe, Bangladeshi dish",DR,15-438 ,Updated 2014,,229,55,3.4,0.34,3.3,3.3,0,2,1.9,0.02,Uncategorized,Other,,,
13-513,"Cauliflower, boiled in unsalted water","As raw, boiled for 4-8 minutes",DG,13-217 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,169,40,0.9,0.2,3.4,2.4,0,1.9,1.9,0.02,Oils and fats,Other,,,
13-512,"Cauliflower, raw","22 samples, autumn and winter, UK grown and imported, pre-packed and loose",DG,13-215 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,174,41,0.4,0.09,4.3,2.9,0.2,1.8,2.5,0.02,Uncategorized,Other,,,
16-272,"Caviare, bottled in brine, drained",Literature sources. Lumpfish roe,JR,,"Lewis and English (1990) Composition of Foods Australia. Vol. 3, Dairy Products, Eggs and Fish. Department of Community Services and Health, and literature sources",,410,98,5.4,0.8,0,0,0,0,12.4,5.3,Uncategorized,Other,,,
13-585,"Celeriac, boiled in unsalted water","As raw; diced and boiled 20 minutes, calculated from boiled in salted water",DG,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,91,22,0.5,0.04,1.8,1.5,0.4,3.2,0.9,0.2,Oils and fats,Other,,,
13-219,"Celeriac, raw","Top and root trimmed, peeled",DG,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,105,25,0.4,0.04,2.3,1.8,0.5,3.7,1.3,0.23,Uncategorized,Other,,,
13-810,Celery seeds,Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,1899,456,25.3,2.2,33,27,6,11.8,18.1,0.4,Nuts and seeds,Plant-based foods,30.0,,30.0
13-637,"Celery, boiled in unsalted water","Calculated from raw. Water analysed, 2017. 11 samples, UK, including whole heads, hearts and sticks, stem only. Sliced and boiled for 5-10 minutes",DG,13-544,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,28,7,0.1,0,0.8,0.8,0,0.8,0.3,0.11,Oils and fats,Other,,350.0,350.0
13-636,"Celery, raw","11 samples, UK, including whole heads, hearts and sticks, stem only",DG,13-451,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,48,12,0.1,0,1.4,1.4,0,1.5,0.5,0.19,Uncategorized,Other,30.0,350.0,30.0
11-819,"Cereal bars, with fruit and/or nuts, no chocolate, unfortified","5 samples, 5 products, including Jordan's frusli and Alpen chewy bars",AM,17-103 17-494 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1562,371,10.7,3.85,59.7,33.7,26,6.2,6.0,0.16,Fruit,Plant-based foods,,,
11-818,"Cereal bars, with fruit and/or nuts, with chocolate, unfortified","5 samples, 4 products, including Cadbury Brunch, Tracker cereal and Alpen cereal bars",AM,17-103 17-494 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1888,450,18.3,8.43,62.4,39.4,23,5.1,6.4,0.55,Fruit,Plant-based foods,,,
11-987,"Chapatis, made with fat, retail",6 samples,AF,11-458 ,"MW4, 1978; and industry data, 2013. Selenium from Analysis of foods for selenium (1994) MAFF Project 2B006. Fibre fractions from 11-074",,1390,331,12.8,1.56,44,1.7,42.3,2.2,8.9,0.75,Oils and fats,Other,,,
11-459,"Chapatis, made without fat",Analysed and calculated values,AF,11-075 50-036 ,Data from MW5 with selenium data from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006. Fibre fractions from 11-075,,908,215,1.0,0.1,39.8,1.5,38.3,7.4,8.0,0.3,Oils and fats,Other,,,
13-224,"Chard, Swiss, boiled in unsalted water",Literature sources,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11",,102,24,0.1,0,2.9,0.4,2.5,2.1,1.9,0.45,Oils and fats,Other,,,
13-223,"Chard, Swiss, raw",Literature sources,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11",,101,24,0.2,0,2.7,0.6,2.1,2.1,1.8,0.53,Uncategorized,Other,,,
11-997,"Cheese and onion rolls, pastry, retail","Oven-baked pastry, 3 brands",AT,11-550 ,"RHM, Nutrient analysis of manufactured foods for vegetarians, 1997; and industry data, 2013",,1379,331,20.0,8.97,28,3,22,2.9,8.2,0.78,Bakery products,Processed foods,,,
12-561,"Cheese pudding, homemade","Recipe including breadcrumbs, milk, cheese and eggs",BV,12-456 ,Updated 2014,,711,170,9.3,4.95,10.8,3,7.8,0.3,10.6,0.68,Uncategorized,Other,,,
17-665,"Cheese sauce, made with semi-skimmed milk, homemade",Recipe,WCD,17-522 ,Updated 2013,,757,182,12.8,8.01,8.3,3.9,4.4,0.7,8.1,0.53,Milk and milk products,Animal-based foods,,,
17-773,"Cheese sauce, made with skimmed milk, homemade",Recipe,WCD,17-568 ,Updated 2014,,714,171,11.6,7.23,8.5,4,4.5,0.2,8.2,0.54,Milk and milk products,Animal-based foods,,,
17-775,"Cheese sauce, made with whole milk, homemade",Recipe,WCD,17-521 ,Updated 2014,,819,197,14.6,9.12,8.3,3.8,4.5,0.2,8.1,0.53,Milk and milk products,Animal-based foods,,,
17-666,"Cheese sauce, packet mix, made up with semi-skimmed milk, homemade",Recipe,WCD,17-524 ,Updated 2013,,445,106,5.2,3.26,9,5,4.1,0.2,5.8,0.96,Milk and milk products,Animal-based foods,,,
17-780,"Cheese sauce, packet mix, made up with skimmed milk, homemade",Recipe,WCD,17-569 ,Updated 2014,,331,79,2.4,1.5,8.6,5,3.5,0.2,5.6,1.13,Milk and milk products,Animal-based foods,,,
17-781,"Cheese sauce, packet mix, made up with whole milk, homemade",Recipe,WCD,17-523 ,Updated 2014,,448,107,5.7,3.57,8.4,4.9,3.5,0.2,5.4,1.13,Milk and milk products,Animal-based foods,,,
12-540,"Cheese spread, plain","20 samples, 7 brands, portions and tubs",BL,12-349 ,"Data from LGC 'Nutrient analysis of cheese' 1999, with missing values from 12-142. Selenium estimated from  Analysis of foods for Selenium 1994 MAFF Project 2B006",,982,236,18.6,12.91,6.2,6.2,0,0,11.1,1.83,Uncategorized,Other,,,
12-537,"Cheese spread, plain, reduced fat","13 samples, 9 brands, portions and tubs",BL,12-350 ,"LGC, Nutritional analysis of foods commonly consumed by school children, 1995; fats calculated from cheese spread plain on a fat content basis; and selenium from  Analysis of foods for Selenium 1994",,644,154,7.2,4.56,7.5,7,0.5,0,14.7,1.88,Oils and fats,Other,,,
11-824,"Cheese straws/twists, retail","10 samples, 7 products, including cheese straws, twists and crispies",AM,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,2122,508,30.3,17.54,43.9,1.5,42.4,2.5,13.8,2.44,Uncategorized,Other,,,
12-491,"Cheese, Brie, rind only","10 samples, sampled in autumn and spring",BL,,"LGC, Nutrient analysis of cheese, 1999",,1252,302,26.4,,0,0,0,0,16.2,1.42,Uncategorized,Other,,,
12-344,"Cheese, Brie, with outer rind removed",20 samples,BL,12-131 12-861 50-226  ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1415,341,29.1,18.2,0,0,0,0,19.9,1.39,Uncategorized,Other,,,
12-132,"Cheese, Caerphilly",10-20 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1546,373,31.3,19.6,0.1,0.1,0,0,22.8,1.2,Uncategorized,Other,,,
12-345,"Cheese, Camembert",18 samples,BL,12-133 50-227 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999. Fats calculated from MW5 50-227 (1989) proportions, some vitamin values from MW5 50-227",,1198,289,22.7,14.2,0,0,0,0,21.1,1.51,Uncategorized,Other,,,
12-548,"Cheese, Cheddar type, '30% less fat'","Including Cathedral City lighter, Pilgrims Choice lighter mature cheese and other/own brands",BL,,"Industry data, 2013; and LGC, Nutrient analysis of cheese, 1999 (from cheddar type, half fat)",,1294,311,22.1,13.8,0.7,0.1,0.6,0,27.3,1.8,Oils and fats,Other,,,
12-348,"Cheese, Cheddar type, half fat",16 samples,BL,12-141 50-230 ,"LGC, Nutrient analysis of cheese, 1999. with inorganics and missing vitamins from MW5 50-230 (1989).",,1130,270,15.8,9.9,0,0,0,0,32.1,1.68,Oils and fats,Other,,,
12-346,"Cheese, Cheddar, English","20 samples of English cheddar, including mild and mature, spring and autumn",BL,12-134 50-228  ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1716,414,34.9,21.68,0.1,0.1,0,0,24.9,1.81,Uncategorized,Other,,,
12-539,"Cheese, cottage, plain",16 samples,BL,12-351 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Some vitamins and minerals estimated from cottage cheese, reduced fat, plain",,428,103,6.0,3.24,3,3,0,0,9.2,0.63,Uncategorized,Other,,,
12-550,"Cheese, cottage, plain, reduced fat",20 samples,BL,12-352 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Fatty acids calculated from 50-234 (1991). Selenium from Analysis of foods for Selenium 1994 MAFF Project 2B006",,285,68,1.5,0.96,3.1,3.1,0,0,10.4,0.53,Oils and fats,Other,,,
12-354,"Cheese, Danish blue",18 samples,BL,12-151 50-236 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1411,341,28.9,19.13,0,0,0,0,20.1,3.05,Uncategorized,Other,,,
12-152,"Cheese, Derby",10-14 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1659,400,33.9,21.2,0.1,0.1,0,0,23.7,1.45,Uncategorized,Other,,,
12-494,"Cheese, Dolcelatte, rind removed","7 samples, each sampled in spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999",,1624,393,35.8,22.23,0,0,0,0,17.6,2.26,Uncategorized,Other,,,
12-487,"Cheese, Double Gloucester","10 samples, sampled in spring and autumn",BL,12-153 ,"LGC, Nutrient analysis of cheese, 1999",,1704,411,35.0,21.93,0.1,0.1,0,0,23.9,1.68,Uncategorized,Other,,,
12-355,"Cheese, Edam",20 samples,BL,12-154 12-864 50-237  ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999. Missing vitamin values from Milk Products and Eggs Supplement 12-154. Additional fatty acid data from a different sample is available in 12-864",,1406,339,26.0,15.8,0,0,0,0,26.1,2.49,Uncategorized,Other,,,
12-493,"Cheese, Emmental","9 samples, sampled in spring and autumn",BL,12-156 ,"LGC, Nutrient analysis of cheese, 1999",,1647,397,30.9,20.59,0,0,0,0,29.6,0.47,Uncategorized,Other,,,
12-525,"Cheese, Feta","18 samples, made from sheeps and goats milk",BL,12-356 ,"Milk Products and Eggs Supplement, 1989; and industry data, 2013. Selenium from Analysis of foods for Selenium 1994 MAFF Project 2B006",,1032,249,20.2,13.7,1.4,1.4,0,0,15.3,2.5,Uncategorized,Other,,,
12-357,"Cheese, goats milk, full fat, soft, white rind","16 samples, English and French",BL,12-162 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999",,1321,319,25.8,17.91,1,1,0,0,20.6,1.5,Milk and milk products,Animal-based foods,,,
12-358,"Cheese, Gouda",18 samples,BL,12-163 50-243 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999",,1554,375,30.6,20.33,0,0,0,0,24.8,2.31,Uncategorized,Other,,,
12-164,"Cheese, Gruyere",10 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1685,406,33.3,20.8,0,0,0,0,26.6,1.68,Uncategorized,Other,,,
12-496,"Cheese, Halloumi","9 samples, sampled in spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013",,1296,312,23.5,16.58,1.6,1.6,0,0,23.4,3,Uncategorized,Other,,,
12-604,"Cheese, hard, average","Average of English Cheddar, Red Leicester and Double Gloucester",BL,12-359 ,"LGC, Nutrient analysis of cheese, 1999",,1694,409,34.5,21.57,0.1,0.1,0,0,24.4,1.72,Uncategorized,Other,,,
12-488,"Cheese, Lancashire","10 samples, sampled in spring and autumn",BL,12-166 ,"LGC, Nutrient analysis of cheese, 1999",,1576,380,31.7,21.04,0.1,0.1,0,0,23.6,1.44,Uncategorized,Other,,,
12-490,"Cheese, Mascarpone","8 samples, sampled in spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999",,1793,435,44.5,29.48,4.1,4.1,0,0,4.5,0.18,Uncategorized,Other,,,
12-360,"Cheese, Mozzarella, fresh","18 samples, soft, not grated",BL,12-170 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999","Grated in drums contains 48.8g water, 25g protein, 21.7g fat, 295kcal energy and 1228kJ energy per 100g",1060,255,20.3,13.75,0,0,0,0,18.2,0.99,Uncategorized,Other,,,
12-495,"Cheese, Paneer","9 samples, sampled in spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999",,1354,326,24.5,15.43,0.9,0.9,0,0,25.4,0.05,Uncategorized,Other,,,
12-526,"Cheese, Parmesan, fresh","8 samples, wedges/freshly grated",BL,12-361 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013","Grated in drums contains 19g water, 43.3g protein, 34.6g fat, 0.9g carbohydrate, 488 kcal energy and 2031 kJ per 100g",1716,412,29.7,19.25,0.9,0.9,0,0,35.4,1.65,Uncategorized,Other,,,
12-492,"Cheese, Port Salut, St Paulin type","10 samples, sampled at spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999",,1376,331,25.7,18.06,0,0,0,0,25.0,1.75,Uncategorized,Other,,,
12-527,"Cheese, processed, plain","20 samples, 7 brands",BL,12-362 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Fats as Fatty Acids Supplement 12-866 and fat soluble vitamins as Milk Products and Eggs Supplement 12-172. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000.",,1228,296,23.0,14.32,4.8,4.8,0,0,17.4,2.5,Uncategorized,Other,,,
12-549,"Cheese, processed, slices, reduced fat","Including Dairylea Light Slices, Kerry Low Low Cheesy Slices for Burgers and other/own brands",BL,12-363 ,"Industry data, 2013; and calculated from 12-363",,789,188,9.6,5.85,9.1,7.2,1.9,0,16.4,2.03,Oils and fats,Other,,,
12-173,"Cheese, processed, smoked",10 assorted varieties,BL,,"Milk Products and Eggs Supplement, 1989",,1252,302,24.5,15.1,0.2,0.2,0,0,20.1,3.18,Uncategorized,Other,,,
12-174,"Cheese, Quark","Skimmed milk soft cheese (Magerquark), 10 samples",BL,,"Milk Products and Eggs Supplement, 1989",,308,72,0.0,0,3.8,3.8,0,0,14.3,0.11,Uncategorized,Other,55.0,,55.0
12-485,"Cheese, Red Leicester","10 samples, sampled in spring and autumn",BL,12-167 ,"LGC, Nutrient analysis of cheese, 1999",,1661,401,33.6,21.1,0.1,0.1,0,0,24.5,1.66,Uncategorized,Other,,,
12-175,"Cheese, Red Windsor",10 samples,BL,,"Milk Products and Eggs Supplement, 1989.",,1653,399,33.7,21.1,0,0,0,0,23.9,1.73,Uncategorized,Other,,,
12-176,"Cheese, Ricotta",Analysis and literature sources,BL,,"Milk Products and Eggs Supplement, 1989.",,597,144,11.0,6.9,1.9,1.9,0,0,9.3,0.25,Uncategorized,Other,,,
12-177,"Cheese, Roquefort",10 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1546,373,32.9,20.7,0,0,0,0,19.3,4.18,Uncategorized,Other,,,
12-178,"Cheese, Sage Derby","10 samples, proximates as Derby",BL,,"Milk Products and Eggs Supplement, 1989",,1659,400,33.9,21.2,0.1,0.1,0,0,23.7,1.5,Uncategorized,Other,,,
12-551,"Cheese, spreadable, full fat, soft, white","20 samples, including Philadelphia and own brands",BL,12-364 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1040,252,24.4,15.97,2.9,2.9,0,0,5.2,0.65,Oils and fats,Other,,,
12-538,"Cheese, spreadable, medium fat, soft, white","20 samples, including Philadelphia light and own brands",BL,12-365 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Fats, selenium, iodine, chlorine, water soluble vitamins and vitamin E all calculated from full fat spreadable soft cheese (12-364)",,635,153,11.2,7.35,3.3,3.3,0,0,9.6,0.68,Oils and fats,Other,,,
12-541,"Cheese, spreadable, soft white, low fat",18 samples of extra light soft cheese spreads,BL,12-366 ,"Data from LGC 'Nutrient analysis of cheese' 1999, Food Surveillance Information Sheet No.196. Fats, inorganics and water soluble vitamins calculated from full fat spreadable cheese. Renamed for IDS.",,413,98,3.6,2.4,4.8,4.8,0,0,11.7,0.65,Oils and fats,Other,,,
12-367,"Cheese, Stilton, blue",20 samples,BL,12-180 12-867 50-249 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999",,1692,408,35.0,23.02,0.1,0.1,0,0,23.3,1.97,Uncategorized,Other,,,
12-181,"Cheese, Stilton, white",3-10 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1491,360,31.3,19.6,0.1,0.1,0,0,19.5,1.93,Uncategorized,Other,,,
12-489,"Cheese, Wensleydale","9 samples, sampled in spring and autumn",BL,12-182 ,"LGC, Nutrient analysis of cheese, 1999",,1573,380,31.8,19.7,0.1,0.1,0,0,23.3,1.1,Uncategorized,Other,,,
12-486,"Cheese, White Cheshire","9 samples, sampled in spring and autumn",BL,12-145 ,"LGC, Nutrient analysis of cheese, 1999",,1567,378,31.8,21.23,0.1,0.1,0,0,22.9,1.23,Uncategorized,Other,,,
12-368,"Cheese, white, average","Average of Cheshire, Lancashire and Wensleydale",BL,12-183 50-250 ,"LGC, Nutrient analysis of cheese, 1999",,1573,380,31.8,21.1,0.1,0.1,0,0,23.3,1.26,Uncategorized,Other,,,
12-395,"Cheesecake, fruit, frozen","10 samples, assorted flavours, fruit topping",BR,12-219 50-274 11-289 ,"Reviewed 2013. ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999. Fats calculated from Milk Marketing Board, 1992, Fat, Fatty acids and vitamin E on a total fat content basis",,1241,297,16.2,9.44,33.2,24,9.1,1,4.0,0.37,Fruit,Plant-based foods,,,
