Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Edible proportion,Specific gravity,Total solids,Nitrogen conversion factor ,Glycerol conversion factor
12-357,"Cheese, goats milk, full fat, soft, white rind","16 samples, English and French",BL,12-162 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,0.945
12-358,"Cheese, Gouda",18 samples,BL,12-163 50-243 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,0.945
12-164,"Cheese, Gruyere",10 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1,,,6.38,
12-496,"Cheese, Halloumi","9 samples, sampled in spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013",,1.00,,,6.38,
12-604,"Cheese, hard, average","Average of English Cheddar, Red Leicester and Double Gloucester",BL,12-359 ,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-488,"Cheese, Lancashire","10 samples, sampled in spring and autumn",BL,12-166 ,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-490,"Cheese, Mascarpone","8 samples, sampled in spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-360,"Cheese, Mozzarella, fresh","18 samples, soft, not grated",BL,12-170 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999","Grated in drums contains 48.8g water, 25g protein, 21.7g fat, 295kcal energy and 1228kJ energy per 100g",1.00,,,6.38,0.945
12-495,"Cheese, Paneer","9 samples, sampled in spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-526,"Cheese, Parmesan, fresh","8 samples, wedges/freshly grated",BL,12-361 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013","Grated in drums contains 19g water, 43.3g protein, 34.6g fat, 0.9g carbohydrate, 488 kcal energy and 2031 kJ per 100g",1.00,,,6.38,0.945
12-492,"Cheese, Port Salut, St Paulin type","10 samples, sampled at spring and autumn",BL,,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-527,"Cheese, processed, plain","20 samples, 7 brands",BL,12-362 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Fats as Fatty Acids Supplement 12-866 and fat soluble vitamins as Milk Products and Eggs Supplement 12-172. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000.",,1.00,,,6.38,0.945
12-549,"Cheese, processed, slices, reduced fat","Including Dairylea Light Slices, Kerry Low Low Cheesy Slices for Burgers and other/own brands",BL,12-363 ,"Industry data, 2013; and calculated from 12-363",,1.00,,,6.38,0.945
12-173,"Cheese, processed, smoked",10 assorted varieties,BL,,"Milk Products and Eggs Supplement, 1989",,1,,,6.38,
12-174,"Cheese, Quark","Skimmed milk soft cheese (Magerquark), 10 samples",BL,,"Milk Products and Eggs Supplement, 1989",,1,,,6.38,
12-485,"Cheese, Red Leicester","10 samples, sampled in spring and autumn",BL,12-167 ,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-175,"Cheese, Red Windsor",10 samples,BL,,"Milk Products and Eggs Supplement, 1989.",,1,,,6.38,
12-176,"Cheese, Ricotta",Analysis and literature sources,BL,,"Milk Products and Eggs Supplement, 1989.",,1,,,6.38,
12-177,"Cheese, Roquefort",10 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1,,,6.38,
12-178,"Cheese, Sage Derby","10 samples, proximates as Derby",BL,,"Milk Products and Eggs Supplement, 1989",,1,,,6.38,
12-551,"Cheese, spreadable, full fat, soft, white","20 samples, including Philadelphia and own brands",BL,12-364 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1.00,,,6.38,0.956
12-538,"Cheese, spreadable, medium fat, soft, white","20 samples, including Philadelphia light and own brands",BL,12-365 ,"LGC, Nutrient analysis of cheese, 1999; and industry data, 2013. Fats, selenium, iodine, chlorine, water soluble vitamins and vitamin E all calculated from full fat spreadable soft cheese (12-364)",,1.00,,,6.38,0.945
12-541,"Cheese, spreadable, soft white, low fat",18 samples of extra light soft cheese spreads,BL,12-366 ,"Data from LGC 'Nutrient analysis of cheese' 1999, Food Surveillance Information Sheet No.196. Fats, inorganics and water soluble vitamins calculated from full fat spreadable cheese. Renamed for IDS.",,1.00,,,6.38,0.945
12-367,"Cheese, Stilton, blue",20 samples,BL,12-180 12-867 50-249 ,"Reviewed 2013. LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,0.945
12-181,"Cheese, Stilton, white",3-10 samples,BL,,"Milk Products and Eggs Supplement, 1989",,1,,,6.38,
12-489,"Cheese, Wensleydale","9 samples, sampled in spring and autumn",BL,12-182 ,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-486,"Cheese, White Cheshire","9 samples, sampled in spring and autumn",BL,12-145 ,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,
12-368,"Cheese, white, average","Average of Cheshire, Lancashire and Wensleydale",BL,12-183 50-250 ,"LGC, Nutrient analysis of cheese, 1999",,1.00,,,6.38,0.945
12-395,"Cheesecake, fruit, frozen","10 samples, assorted flavours, fruit topping",BR,12-219 50-274 11-289 ,"Reviewed 2013. ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999. Fats calculated from Milk Marketing Board, 1992, Fat, Fatty acids and vitamin E on a total fat content basis",,1.00,,,6.38,0.945
12-542,"Cheesecake, fruit, individual","8 samples, 3 brands including strawberry, apricot, blackcurrant and cherry",BR,12-396 ,"Campden and Chorleywood FRA, Nutrient analysis of yoghurts, fromage frais and chilled desserts, 1998; and industry data, 2013. Fatty acids from Fatty Acids Supplement 12-911",,1.00,,,6.25,0.956
12-562,"Cheesecake, homemade",Recipe,BR,12-422 ,Updated 2014,,1.00,,,,
11-1043,"Chelsea buns, homemade",Recipe. Ref. Wiles et al. (1980),AP,11-588 ,Based on Flour Milling and Baking Research Association. Fibre fractions added from 11-232. Recalculated in 2014,,1.00,,,,
14-382,"Cherries, flesh and skin, raw","11 samples, UK and imported",FA,14-061,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8
14-383,"Cherries, flesh and skin, raw, weighed with stones",Calculated from 14-382,FA,14-062,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,0.92,,,6.25,0.8
14-335,"Cherries, glace","10 samples, 8 brands; red and multicoloured",FA,14-068 ,"LGC, Nutritional composition of fruit products, 1985-1986; and industry data, 2013",,1.00,,,6.25,
14-063,"Cherries, stewed with sugar","Calculated from 900g fruit, 200g water, 108g sugar",FA,,"Fruit and Nuts Supplement, 1992",,1.00,,,,
14-064,"Cherries, stewed with sugar, weighed with stones",Calculated from 14-063,FA,,"Fruit and Nuts Supplement, 1992",,0.86,,,,
14-065,"Cherries, stewed without sugar","Calculated from 900g fruit, 200g water",FA,,"Fruit and Nuts Supplement, 1992",,1.00,,,,
14-066,"Cherries, stewed without sugar, weighed with stones",Calculated from 14-065,FA,,"Fruit and Nuts Supplement, 1992",,0.85,,,,
14-069,"Cherries, West Indian, flesh only","Acerola, literature sources",FA,,"Fruit and Nuts Supplement, 1992",,0.75,,,,
13-811,"Chervil, dried",Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,1.00,,,,
14-815,"Chestnuts, dried",Literature sources and calculation from 14-813,GA,,"McCarthy and Matthews (1984) Composition of foods: nut and seed products, raw, processed and prepared, Agriculture Handbook No. 8-12, and calculation from 14-813",,1.00,,,,
14-813,"Chestnuts, kernel only, raw",Analysis and literature sources,GA,50-977 ,"Reviewed 2013. Fruit and Nuts Supplement, 1992",,1.00,,,5.3,
14-814,"Chestnuts, kernel only, raw, weighed with shells",Calculated from 14-813,GA,,"Fruit and Nuts Supplement, 1992",,0.83,,,,
17-782,"Chevda/chevra/chewra, homemade",Recipe,SNC,17-557 ,Updated 2014,,1.00,,,,
18-504,"Chicken breast/steak, coated, baked","8 samples, 7 products, breaded and battered",MCA,19-119 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.25,0.956
19-560,"Chicken chasseur, homemade",Recipe,MR,19-350 ,Updated 2014,,1.00,,,,
19-663,"Chicken chasseur, homemade, weighed with bone",Recipe. Calculated from 19-350 using 0.89 conversion factor,MR,19-187 ,Updated 2014,,0.89,,,,
19-561,"Chicken fricassee, homemade",Recipe,MR,19-379 ,Updated 2014,,1.00,,,,
19-562,"Chicken fricassee, reduced fat, homemade",Recipe,MR,19-380 ,Updated 2014,,1.00,,,,
19-563,"Chicken in white sauce, made with semi-skimmed milk",Recipe,MR,19-382 ,Updated 2014,,1.00,,,,
19-564,"Chicken in white sauce, made with whole milk",Recipe,MR,19-381 ,Updated 2014,,1.00,,,,
18-501,"Chicken pieces, coated, takeaway","8 samples, 7 products, including chicken nuggets, chicken bites and popcorn chicken",MCA,19-124 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.25,0.956
18-500,"Chicken portions, battered, deep fried, takeaway","6 samples from fast food chains, including KFC",MCA,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.25,0.956
19-323,"Chicken satay, takeaway",10 samples,MR,,"Aspland and James Ltd, Nutrient analysis of ethnic and takeaway foods, 1997",,1.00,,,6.25,0.956
19-538,Chicken slices,7 samples including smoked and wafer thin chicken breast. 80-100% meat,MI,,"LGC, Nutritional analysis of meat and poultry products, 1994-1995; and industry data, 2013",,1.00,,,6.25,
17-697,"Chicken soup, cream of, canned, condensed, as served",7 cans of the same brand. Diluted with an equal volume of water,WAC,17-252 ,As Miscellaneous Foods and Fatty Acids supplements 17-252,,1.00,,,,0.95
19-541,"Chicken wings, marinated, meat and skin, barbecued","4 samples including American and Chinese style and hot and spicy wings, chilled and frozen",MR,,"LGC, Nutrient analysis of foods commonly consumed by schoolchildren, 1995; and industry data, 2013",,1.00,,,6.25,
19-652,"Chicken wings, marinated, meat and skin, barbecued, weighed with bone",Calculated from 19-541,MR,19-205 ,"LGC, Nutrient analysis of foods commonly consumed by schoolchildren, 1995; and industry data, 2013",,0.65,,,6.25,
18-308,"Chicken, breast, casseroled, meat and skin",Calculated from 90% light meat and 10% skin from fresh and frozen chicken,MCA,18-449 ,"LGC, Nutrient analysis of chicken and turkey, 1994-1995 (chicken, fresh, casseroled with skin, light meat (Fatty Acids Supplement 18-449) not integrated, different samples and values)",,1.00,,,,
18-309,"Chicken, breast, casseroled, meat and skin, weighed with bone",Calculated from 18-308,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995 (chicken, fresh, casseroled with skin, light meat (Fatty Acids Supplement 18-449)  not integrated, different samples and values)",,0.90,,,,
18-307,"Chicken, breast, casseroled, meat only",Calculated from light meat from fresh and frozen chicken,MCA,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,
18-324,"Chicken, breast, grilled with skin, meat only",17 samples,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-323,"Chicken, breast, grilled without skin, meat only",10 samples,MCA, ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.95
18-325,"Chicken, breast, grilled, meat and skin",Calculated from 92% light meat and 8% skin from fresh and frozen chicken,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-326,"Chicken, breast, strips, stir-fried in corn oil","10 samples, skinless",MCA,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.956
18-299,"Chicken, corn-fed, raw, dark meat only",6 samples,MCA,18-453 ,"LGC, Nutrient analysis of chicken and turkey, 1994-1995; with fatty acids as Fatty Acid Supplement, 1998 (18-453)",,1.00,,,,0.95
18-300,"Chicken, corn-fed, raw, light meat only",6 samples,MCA,18-452 ,"LGC, Nutrient analysis of chicken and turkey, 1994-1995;and Fatty Acid Supplement, 1998 (18-452)",,1.00,,,,0.95
18-301,"Chicken, corn-fed, raw, meat only",Calculated from 54% light meat and 46% dark meat,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-302,"Chicken, corn-fed, raw, skin only",6 samples,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-343,"Chicken, corn-fed, roasted, dark meat only",6 samples,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-344,"Chicken, corn-fed, roasted, light meat only",6 samples,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-345,"Chicken, corn-fed, roasted, meat only",Calculated from 48% light meat and 52% dark meat,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-289,"Chicken, dark meat, raw","31 samples, fresh and frozen",MCA,50-434  ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,1.00,,,6.25,0.95
18-329,"Chicken, dark meat, roasted","19 samples, fresh and frozen",MCA,50-441  ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.95
18-311,"Chicken, drumsticks, casseroled, meat and skin","Calculated from 85% dark meat and 15% skin, fresh and frozen",MCA,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.945
18-312,"Chicken, drumsticks, casseroled, meat and skin, weighed with bone",Calculated from 18-311,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.65,,,,
18-310,"Chicken, drumsticks, casseroled, meat only",Calculated from dark meat,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-335,"Chicken, drumsticks, roasted, meat and skin","Calculated from 89% dark meat and 11% skin, fresh and frozen",MCA,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.945
18-336,"Chicken, drumsticks, roasted, meat and skin, weighed with bone",Calculated from 18-335,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.63,,,,
18-334,"Chicken, drumsticks, roasted, meat only",20 samples of a mixture of fresh and frozen drumsticks,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-314,"Chicken, leg quarter, casseroled, meat and skin","Calculated from 21% light meat, 62% dark meat and 17% skin from fresh and frozen chicken",MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-315,"Chicken, leg quarter, casseroled, meat and skin, weighed with bone",Calculated from 18-314,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.63,,,,
18-313,"Chicken, leg quarter, casseroled, meat only",Calculated from 25% light meat and 75% dark meat from fresh and frozen chicken,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-293,"Chicken, leg quarter, raw, meat and skin",Calculated from 77% dark meat and 23% skin,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-294,"Chicken, leg quarter, raw, meat and skin, weighed with bone",Calculated from 18-293,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.69,,,,
18-337,"Chicken, leg quarter, roasted, meat and skin",20 samples,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,,
18-338,"Chicken, leg quarter, roasted, meat and skin, weighed with bone",Calculated from 18-337,MCA,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,0.51,,,,
18-290,"Chicken, light meat, raw","31 samples, fresh and frozen",MCA,50-433  ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.95
18-330,"Chicken, light meat, roasted","19 samples, fresh and frozen",MCA,50-440  ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; vitamin K1 from Bolton-Smith et al Br. J. Nutr. 83, 2000",,1.00,,,,0.95
18-488,"Chicken, meat, average, raw",Calculated from 44% light meat and 56% dark meat,MCA,18-291 50-431 ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995; folate from LGC, Individual folates in foodstuffs, 1996",,1.00,,,6.25,0.945
18-331,"Chicken, meat, average, roasted",Calculated from 46% light meat and 54% dark meat from fresh and frozen chicken,MCA,50-438 ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.945
18-327,"Chicken, portions, not coated, deep-fried, meat and skin","10 samples of wing quarters, leg quarters and chicken halves from fish and chip shops",MCA,,"Meat, Poultry and Game Supplement, 1995",,1.00,,,,
18-328,"Chicken, portions, not coated, deep-fried, meat and skin, weighed with bone",Calculated from 18-327,MCA,,"Meat, Poultry and Game Supplement, 1995",,0.69,,,,
18-316,"Chicken, skin, casseroled",20 samples,MCA,,"Meat, Poultry and Game Supplement, 1995",,1.00,,,,
18-292,"Chicken, skin, raw",25 samples,MCA,259,"Meat, Poultry and Game Supplement, 1995",,1.00,,,,0.95
18-332,"Chicken, skin, roasted/grilled, dry","34 samples, crisp skin",MCA,18-448 ,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,1.00,,,6.25,0.95
18-333,"Chicken, skin, roasted/grilled, moist",32 samples,MCA,,"Meat, Poultry and Game Supplement, 1995",,1.00,,,,
19-569,"Chicken, stir-fried with mushrooms and cashew nuts, homemade",Recipe,MR,19-385 ,Updated 2014,,1,,,,
19-570,"Chicken, stir-fried with peppers in black bean sauce, homemade",Recipe,MR,19-386 ,Updated 2014,,1.00,,,,
19-521,"Chicken, stir-fried with rice and vegetables, retail, reheated","6 samples. 10-13% meat, frozen, fried in corn oil",MR,19-201 ,"Reviewed 2013. LGC, Nutritional analysis of meat and poultry products, 1994-1995",,1.00,,,6.25,0.956
18-317,"Chicken, thighs, casseroled, meat and skin",Calculated from 77% dark meat and 23% skin from fresh and frozen chicken,MCA,18-450 ,"LGC, Nutrient analysis of chicken and turkey, 1994-1995 (Note that fatty acid data is available for a mixture of types of casseroled chicken portions , not only the thighs, in obsoleted 18-450)",,1.00,,,,0.95
